weather_date,weather_code,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,weather_condition
2019-11-24,63,7.4,3.6,23.6,28.4,Moderate rain
2019-11-25,3,10.8,1.9,0.0,19.3,Overcast
2019-11-26,3,13.8,1.5,0.0,11.5,Overcast
2019-11-27,53,14.2,2.9,1.1,25.0,Moderate drizzle
2019-11-28,3,11.6,2.4,0.0,37.5,Overcast
2019-11-29,3,5.4,-1.4,0.0,27.5,Overcast
2019-11-30,3,6.1,-1.9,0.0,16.2,Overcast
2019-12-01,73,3.6,-2.8,17.2,34.8,Moderate snow fall
2019-12-02,75,2.9,0.1,15.0,31.5,Heavy snow fall
2019-12-03,73,3.3,-1.8,2.5,27.7,Moderate snow fall
2019-12-04,3,4.6,-2.3,0.0,15.0,Overcast
2019-12-05,3,5.3,0.3,0.0,31.4,Overcast
2019-12-06,3,8.9,-2.0,0.0,26.7,Overcast
2019-12-07,3,2.8,-2.8,0.0,22.8,Overcast
2019-12-08,3,4.6,-4.7,0.0,18.4,Overcast
2019-12-09,63,11.3,4.2,21.4,28.0,Moderate rain
2019-12-10,55,13.6,6.3,8.8,28.3,Dense drizzle
2019-12-11,75,5.3,-0.2,8.4,23.2,Heavy snow fall
2019-12-12,3,1.4,-3.8,0.0,21.9,Overcast
2019-12-13,61,9.9,-0.9,14.6,15.6,Slight rain
2019-12-14,63,13.1,7.3,22.1,28.0,Moderate rain
2019-12-15,3,8.5,1.5,0.0,32.4,Overcast
2019-12-16,73,2.2,-0.6,1.3,13.0,Moderate snow fall
2019-12-17,73,0.9,-0.6,25.1,21.7,Moderate snow fall
2019-12-18,71,3.5,-4.3,0.3,30.8,Slight snow fall
2019-12-19,2,-2.8,-8.8,0.0,34.2,Partly cloudy
2019-12-20,0,1.5,-5.7,0.0,17.6,Clear sky
2019-12-21,3,0.4,-5.7,0.0,14.8,Overcast
2019-12-22,1,8.6,-4.1,0.0,18.1,Mainly clear
2019-12-23,3,11.5,-0.6,0.0,17.6,Overcast
2019-12-24,3,7.4,0.1,0.0,21.4,Overcast
2019-12-25,3,6.1,-3.3,0.0,10.0,Overcast
2019-12-26,51,7.1,-1.6,0.3,12.0,Light drizzle
2019-12-27,51,9.9,5.6,0.1,16.2,Light drizzle
2019-12-28,3,8.9,1.5,0.0,18.8,Overcast
2019-12-29,55,5.6,-0.3,4.8,12.5,Dense drizzle
2019-12-30,61,5.4,3.2,22.7,28.3,Slight rain
2019-12-31,51,6.7,2.2,0.2,23.5,Light drizzle
2020-01-01,3,4.4,-0.5,0.0,28.2,Overcast
2020-01-02,3,9.0,-2.2,0.0,17.3,Overcast
2020-01-03,53,9.4,2.3,4.0,12.4,Moderate drizzle
2020-01-04,53,10.1,5.7,6.2,24.9,Moderate drizzle
2020-01-05,53,5.2,-1.4,0.9,37.1,Moderate drizzle
2020-01-06,73,7.8,-0.4,1.3,25.9,Moderate snow fall
2020-01-07,71,6.1,-0.6,0.8,18.9,Slight snow fall
2020-01-08,71,5.1,-1.5,0.1,33.1,Slight snow fall
2020-01-09,3,0.6,-4.9,0.0,23.2,Overcast
2020-01-10,3,11.2,-1.0,0.0,24.8,Overcast
2020-01-11,51,18.4,7.9,0.2,34.2,Light drizzle
2020-01-12,61,18.9,6.8,2.7,45.6,Slight rain
2020-01-13,51,8.9,1.2,0.2,18.4,Light drizzle
2020-01-14,51,6.8,1.0,0.3,15.3,Light drizzle
2020-01-15,51,9.4,3.0,0.1,16.1,Light drizzle
2020-01-16,53,8.7,1.4,1.8,38.8,Moderate drizzle
2020-01-17,3,0.9,-5.3,0.0,34.9,Overcast
2020-01-18,75,2.5,-6.2,8.4,24.2,Heavy snow fall
2020-01-19,53,7.2,-1.1,1.5,28.7,Moderate drizzle
2020-01-20,3,-0.8,-7.1,0.0,26.1,Overcast
2020-01-21,3,1.2,-6.6,0.0,17.4,Overcast
2020-01-22,2,3.0,-5.3,0.0,9.4,Partly cloudy
2020-01-23,3,7.1,-4.3,0.0,9.9,Overcast
2020-01-24,3,9.6,-2.7,0.0,12.7,Overcast
2020-01-25,63,9.8,0.9,25.5,34.2,Moderate rain
2020-01-26,3,7.9,0.9,0.0,22.7,Overcast
2020-01-27,3,7.3,-0.3,0.0,22.3,Overcast
2020-01-28,3,5.5,-0.3,0.0,22.4,Overcast
2020-01-29,3,4.4,-2.3,0.0,19.0,Overcast
2020-01-30,3,1.4,-5.4,0.0,16.3,Overcast
2020-01-31,53,6.4,-2.7,1.0,11.9,Moderate drizzle
2020-02-01,51,5.7,-0.8,0.4,6.6,Light drizzle
2020-02-02,73,6.2,0.5,3.2,20.3,Moderate snow fall
2020-02-03,71,12.5,0.2,0.5,18.5,Slight snow fall
2020-02-04,53,13.2,2.8,2.3,17.6,Moderate drizzle
2020-02-05,51,9.1,3.5,0.8,21.3,Light drizzle
2020-02-06,63,6.6,2.2,16.1,19.1,Moderate rain
2020-02-07,73,14.1,1.0,10.2,46.6,Moderate snow fall
2020-02-08,3,4.9,-2.3,0.0,26.2,Overcast
2020-02-09,3,6.7,-2.1,0.0,13.2,Overcast
2020-02-10,61,8.9,2.8,9.8,25.5,Slight rain
2020-02-11,61,7.7,4.9,9.1,16.3,Slight rain
2020-02-12,51,7.3,0.9,0.3,23.3,Light drizzle
2020-02-13,61,6.6,2.3,19.6,21.4,Slight rain
2020-02-14,3,3.0,-6.8,0.0,27.2,Overcast
2020-02-15,3,-1.5,-9.1,0.0,20.9,Overcast
2020-02-16,3,7.8,-3.1,0.0,16.8,Overcast
2020-02-17,3,9.9,-1.1,0.0,15.3,Overcast
2020-02-18,51,9.4,0.6,1.3,17.7,Light drizzle
2020-02-19,3,8.1,-0.4,0.0,24.7,Overcast
2020-02-20,3,3.3,-3.2,0.0,19.4,Overcast
2020-02-21,0,1.9,-6.3,0.0,19.4,Clear sky
2020-02-22,1,8.9,-3.5,0.0,22.0,Mainly clear
2020-02-23,1,11.9,-2.7,0.0,18.2,Mainly clear
2020-02-24,3,12.9,-1.2,0.0,14.8,Overcast
2020-02-25,61,10.1,4.6,2.7,11.8,Slight rain
2020-02-26,51,10.4,5.4,0.1,20.9,Light drizzle
2020-02-27,63,8.6,-0.9,12.1,39.9,Moderate rain
2020-02-28,3,5.0,-2.6,0.0,34.8,Overcast
2020-02-29,3,2.6,-3.8,0.0,30.5,Overcast
2020-03-01,2,6.9,-4.6,0.0,22.7,Partly cloudy
2020-03-02,3,13.6,-1.4,0.0,29.2,Overcast
2020-03-03,61,13.6,6.6,6.6,25.5,Slight rain
2020-03-04,63,13.2,5.2,3.3,34.3,Moderate rain
2020-03-05,3,10.6,1.4,0.0,19.7,Overcast
2020-03-06,53,7.2,0.3,4.2,21.4,Moderate drizzle
2020-03-07,51,8.4,1.1,0.5,28.0,Light drizzle
2020-03-08,2,13.9,-2.3,0.0,21.3,Partly cloudy
2020-03-09,3,20.2,3.7,0.0,21.4,Overcast
2020-03-10,51,15.9,8.6,0.3,28.0,Light drizzle
2020-03-11,3,12.6,2.8,0.0,26.4,Overcast
2020-03-12,51,9.1,1.9,0.7,18.4,Light drizzle
2020-03-13,61,19.8,7.1,10.6,35.3,Slight rain
2020-03-14,51,12.6,4.0,0.1,22.7,Light drizzle
2020-03-15,51,11.4,2.5,0.3,13.6,Light drizzle
2020-03-16,3,6.7,-1.7,0.0,22.3,Overcast
2020-03-17,73,12.2,3.8,6.2,19.1,Moderate snow fall
2020-03-18,3,10.1,0.8,0.0,18.7,Overcast
2020-03-19,63,12.6,4.8,17.9,20.9,Moderate rain
2020-03-20,61,23.7,7.0,3.8,36.7,Slight rain
2020-03-21,3,17.2,4.3,0.0,26.4,Overcast
2020-03-22,3,6.1,-0.4,0.0,21.9,Overcast
2020-03-23,73,5.4,2.2,29.6,27.6,Moderate snow fall
2020-03-24,3,14.1,0.8,0.0,21.2,Overcast
2020-03-25,51,7.9,3.0,0.5,26.7,Light drizzle
2020-03-26,3,13.9,0.6,0.0,21.3,Overcast
2020-03-27,51,18.2,7.7,0.2,16.7,Light drizzle
2020-03-28,63,10.1,5.7,15.4,17.6,Moderate rain
2020-03-29,61,11.8,7.0,3.4,23.7,Slight rain
2020-03-30,61,11.9,4.2,5.0,13.8,Slight rain
2020-03-31,51,8.6,4.6,2.1,17.4,Light drizzle
2020-04-01,3,12.6,2.6,0.0,19.1,Overcast
2020-04-02,3,13.6,2.7,0.0,34.5,Overcast
2020-04-03,73,10.4,5.9,9.2,29.8,Moderate snow fall
2020-04-04,51,14.6,7.2,0.7,19.7,Light drizzle
2020-04-05,3,16.0,5.7,0.0,17.6,Overcast
2020-04-06,53,17.5,7.6,1.4,17.4,Moderate drizzle
2020-04-07,51,17.2,7.4,0.3,22.4,Light drizzle
2020-04-08,63,19.0,8.6,5.6,18.2,Moderate rain
2020-04-09,61,16.5,6.7,9.6,33.6,Slight rain
2020-04-10,71,9.3,3.5,1.4,39.1,Slight snow fall
2020-04-11,3,11.4,2.3,0.0,28.7,Overcast
2020-04-12,3,15.6,2.3,0.0,28.8,Overcast
2020-04-13,63,18.9,12.3,41.5,50.9,Moderate rain
2020-04-14,3,13.5,6.3,0.0,23.6,Overcast
2020-04-15,51,11.0,4.6,1.5,25.2,Light drizzle
2020-04-16,51,9.1,3.5,0.2,27.9,Light drizzle
2020-04-17,53,10.4,-0.4,1.7,21.1,Moderate drizzle
2020-04-18,55,8.8,4.0,8.1,26.1,Dense drizzle
2020-04-19,3,15.6,1.6,0.0,31.6,Overcast
2020-04-20,3,12.0,6.1,0.0,21.5,Overcast
2020-04-21,63,15.6,4.9,6.9,27.8,Moderate rain
2020-04-22,3,9.6,0.9,0.0,31.7,Overcast
2020-04-23,51,9.9,1.0,0.3,15.1,Light drizzle
2020-04-24,63,9.1,4.9,15.6,25.7,Moderate rain
2020-04-25,3,16.8,3.0,0.0,18.1,Overcast
2020-04-26,55,9.6,6.2,8.8,36.7,Dense drizzle
2020-04-27,51,8.4,4.5,1.4,27.0,Light drizzle
2020-04-28,3,17.7,2.4,0.0,22.4,Overcast
2020-04-29,53,13.8,4.2,1.5,25.8,Moderate drizzle
2020-04-30,63,15.6,9.5,24.6,43.5,Moderate rain
2020-05-01,63,18.6,11.2,10.8,21.1,Moderate rain
2020-05-02,3,21.6,9.1,0.0,26.7,Overcast
2020-05-03,63,24.7,11.2,4.7,19.0,Moderate rain
2020-05-04,51,20.2,9.3,0.5,31.6,Light drizzle
2020-05-05,3,15.1,6.8,0.0,21.4,Overcast
2020-05-06,53,11.7,6.6,3.4,19.3,Moderate drizzle
2020-05-07,3,17.1,5.6,0.0,23.1,Overcast
2020-05-08,61,11.1,5.6,9.5,13.8,Slight rain
2020-05-09,71,8.2,0.7,2.4,36.7,Slight snow fall
2020-05-10,3,16.1,2.7,0.0,30.5,Overcast
2020-05-11,55,15.1,5.9,2.5,25.6,Dense drizzle
2020-05-12,3,14.9,5.0,0.0,30.5,Overcast
2020-05-13,3,15.9,2.7,0.0,25.1,Overcast
2020-05-14,3,16.4,3.8,0.0,18.7,Overcast
2020-05-15,61,27.9,12.6,3.8,23.5,Slight rain
2020-05-16,53,23.5,15.5,1.2,23.1,Moderate drizzle
2020-05-17,3,16.6,10.4,0.0,18.4,Overcast
2020-05-18,3,20.5,10.4,0.0,20.2,Overcast
2020-05-19,3,18.4,10.6,0.0,32.0,Overcast
2020-05-20,3,17.4,8.1,0.0,20.9,Overcast
2020-05-21,1,16.1,6.1,0.0,16.7,Mainly clear
2020-05-22,61,22.2,11.6,3.1,19.4,Slight rain
2020-05-23,55,20.4,12.2,12.1,27.9,Dense drizzle
2020-05-24,3,19.0,10.2,0.0,19.1,Overcast
2020-05-25,3,20.0,12.6,0.0,12.2,Overcast
2020-05-26,3,22.0,12.9,0.0,15.3,Overcast
2020-05-27,3,22.4,14.8,0.0,19.7,Overcast
2020-05-28,51,23.0,15.9,0.9,27.4,Light drizzle
2020-05-29,51,26.0,18.0,1.0,20.3,Light drizzle
2020-05-30,63,26.2,20.0,4.6,19.4,Moderate rain
2020-05-31,2,20.6,12.8,0.0,29.7,Partly cloudy
2020-06-01,51,19.8,9.2,0.3,22.6,Light drizzle
2020-06-02,3,21.7,12.2,0.0,23.4,Overcast
2020-06-03,61,28.9,15.1,8.3,21.7,Slight rain
2020-06-04,3,29.2,17.2,0.0,21.8,Overcast
2020-06-05,63,24.4,20.4,22.7,16.6,Moderate rain
2020-06-06,55,29.5,20.6,4.1,23.7,Dense drizzle
2020-06-07,3,24.7,16.0,0.0,28.0,Overcast
2020-06-08,3,25.5,13.8,0.0,16.6,Overcast
2020-06-09,3,30.5,14.4,0.0,18.0,Overcast
2020-06-10,3,27.0,19.4,0.0,26.9,Overcast
2020-06-11,65,28.5,22.5,21.7,26.2,Heavy rain
2020-06-12,3,28.6,19.1,0.0,19.3,Overcast
2020-06-13,1,22.9,15.0,0.0,23.6,Mainly clear
2020-06-14,2,22.2,12.2,0.0,21.0,Partly cloudy
2020-06-15,3,22.9,14.6,0.0,18.4,Overcast
2020-06-16,3,24.3,14.1,0.0,21.8,Overcast
2020-06-17,3,24.7,14.6,0.0,18.5,Overcast
2020-06-18,53,23.6,17.7,2.0,15.7,Moderate drizzle
2020-06-19,51,25.0,18.8,0.8,17.5,Light drizzle
2020-06-20,53,27.2,18.7,0.6,18.2,Moderate drizzle
2020-06-21,51,27.7,19.4,0.2,18.7,Light drizzle
2020-06-22,2,30.6,20.5,0.0,21.6,Partly cloudy
2020-06-23,3,28.0,20.5,0.0,25.4,Overcast
2020-06-24,51,30.2,21.6,0.1,23.7,Light drizzle
2020-06-25,3,28.8,18.5,0.0,23.3,Overcast
2020-06-26,51,30.5,18.6,0.1,14.6,Light drizzle
2020-06-27,63,26.6,18.5,5.9,24.3,Moderate rain
2020-06-28,53,29.0,20.1,2.5,17.3,Moderate drizzle
2020-06-29,51,29.2,20.2,0.7,18.7,Light drizzle
2020-06-30,63,25.6,19.2,11.3,14.0,Moderate rain
2020-07-01,63,26.8,19.8,7.2,11.6,Moderate rain
2020-07-02,3,31.9,20.0,0.0,13.7,Overcast
2020-07-03,63,31.8,22.1,13.5,12.3,Moderate rain
2020-07-04,63,29.0,20.8,5.6,18.2,Moderate rain
2020-07-05,51,32.6,21.7,0.1,22.3,Light drizzle
2020-07-06,51,32.8,21.0,0.4,18.2,Light drizzle
2020-07-07,51,26.9,22.3,1.9,21.9,Light drizzle
2020-07-08,51,28.4,22.9,1.1,20.2,Light drizzle
2020-07-09,3,29.9,22.0,0.0,20.6,Overcast
2020-07-10,65,24.5,22.6,37.7,38.5,Heavy rain
2020-07-11,63,28.4,22.5,9.5,32.2,Moderate rain
2020-07-12,3,31.1,21.0,0.0,21.4,Overcast
2020-07-13,53,31.3,21.5,1.2,17.9,Moderate drizzle
2020-07-14,51,28.4,20.1,0.1,15.0,Light drizzle
2020-07-15,51,25.5,20.4,0.7,18.5,Light drizzle
2020-07-16,3,24.2,20.6,0.0,22.5,Overcast
2020-07-17,55,29.5,20.4,4.4,16.1,Dense drizzle
2020-07-18,3,32.8,21.0,0.0,17.6,Overcast
2020-07-19,3,33.9,22.0,0.0,29.4,Overcast
2020-07-20,3,36.0,25.7,0.0,20.2,Overcast
2020-07-21,3,31.9,22.1,0.0,21.5,Overcast
2020-07-22,61,31.9,23.8,3.4,21.4,Slight rain
2020-07-23,63,31.2,23.2,8.5,18.9,Moderate rain
2020-07-24,63,26.0,22.7,22.1,19.2,Moderate rain
2020-07-25,3,30.0,21.3,0.0,15.0,Overcast
2020-07-26,3,34.3,23.1,0.0,22.4,Overcast
2020-07-27,3,35.6,21.7,0.0,19.8,Overcast
2020-07-28,55,34.3,25.2,1.8,20.1,Dense drizzle
2020-07-29,3,31.4,23.0,0.0,18.4,Overcast
2020-07-30,3,32.7,23.0,0.0,12.9,Overcast
2020-07-31,61,27.2,22.2,13.6,10.6,Slight rain
2020-08-01,3,29.6,20.0,0.0,20.5,Overcast
2020-08-02,61,29.1,23.5,4.4,20.5,Slight rain
2020-08-03,61,31.7,23.8,2.3,20.8,Slight rain
2020-08-04,65,26.8,23.2,21.1,60.4,Heavy rain
2020-08-05,2,30.8,21.8,0.0,19.5,Partly cloudy
2020-08-06,61,25.5,19.0,2.6,13.8,Slight rain
2020-08-07,55,27.4,21.8,2.7,13.9,Dense drizzle
2020-08-08,63,26.5,20.8,13.1,13.5,Moderate rain
2020-08-09,51,29.2,20.8,0.5,19.2,Light drizzle
2020-08-10,1,31.5,22.5,0.0,18.1,Mainly clear
2020-08-11,53,29.4,24.0,0.7,22.2,Moderate drizzle
2020-08-12,63,30.9,23.4,7.6,11.6,Moderate rain
2020-08-13,61,25.7,23.7,5.4,13.4,Slight rain
2020-08-14,51,29.8,22.2,0.2,18.3,Light drizzle
2020-08-15,51,29.0,21.1,0.3,17.4,Light drizzle
2020-08-16,61,21.8,19.1,13.4,26.1,Slight rain
2020-08-17,63,26.0,16.8,6.0,23.3,Moderate rain
2020-08-18,3,28.5,18.5,0.0,13.1,Overcast
2020-08-19,61,24.0,19.1,5.5,11.5,Slight rain
2020-08-20,3,25.8,16.9,0.0,13.5,Overcast
2020-08-21,3,28.8,18.1,0.0,19.4,Overcast
2020-08-22,61,30.0,21.5,2.6,16.7,Slight rain
2020-08-23,3,28.5,20.5,0.0,16.3,Overcast
2020-08-24,51,31.8,21.8,0.1,15.6,Light drizzle
2020-08-25,51,33.2,22.7,0.3,29.1,Light drizzle
2020-08-26,3,26.1,19.4,0.0,24.1,Overcast
2020-08-27,53,33.5,19.5,1.5,28.3,Moderate drizzle
2020-08-28,51,31.6,20.7,0.6,25.4,Light drizzle
2020-08-29,63,25.6,22.3,21.0,21.3,Moderate rain
2020-08-30,51,25.7,18.1,0.1,25.6,Light drizzle
2020-08-31,3,23.3,15.9,0.0,14.5,Overcast
2020-09-01,51,25.0,20.0,0.2,18.8,Light drizzle
2020-09-02,61,25.1,20.0,10.4,16.3,Slight rain
2020-09-03,63,29.6,22.9,22.9,24.0,Moderate rain
2020-09-04,3,28.9,19.5,0.0,16.5,Overcast
2020-09-05,3,25.7,16.5,0.0,18.9,Overcast
2020-09-06,3,26.6,17.0,0.0,20.3,Overcast
2020-09-07,2,25.0,16.9,0.0,25.3,Partly cloudy
2020-09-08,3,27.0,17.1,0.0,16.9,Overcast
2020-09-09,51,26.5,19.1,0.6,12.1,Light drizzle
2020-09-10,63,27.2,22.1,17.2,14.5,Moderate rain
2020-09-11,51,24.6,17.5,0.7,21.3,Light drizzle
2020-09-12,3,21.1,16.1,0.0,18.6,Overcast
2020-09-13,61,23.1,16.4,1.5,21.3,Slight rain
2020-09-14,3,25.0,15.9,0.0,22.2,Overcast
2020-09-15,0,19.0,11.6,0.0,18.6,Clear sky
2020-09-16,3,22.2,11.9,0.0,22.2,Overcast
2020-09-17,3,22.4,16.4,0.0,14.7,Overcast
2020-09-18,3,19.9,14.7,0.0,25.6,Overcast
2020-09-19,0,17.0,9.6,0.0,28.6,Clear sky
2020-09-20,3,16.8,9.6,0.0,20.0,Overcast
2020-09-21,0,18.4,8.6,0.0,17.3,Clear sky
2020-09-22,0,22.2,9.1,0.0,20.6,Clear sky
2020-09-23,0,26.1,12.0,0.0,24.2,Clear sky
2020-09-24,3,24.6,12.8,0.0,16.1,Overcast
2020-09-25,3,24.8,13.4,0.0,13.6,Overcast
2020-09-26,55,22.8,15.2,1.3,18.1,Dense drizzle
2020-09-27,51,25.3,17.5,0.3,17.8,Light drizzle
2020-09-28,51,23.9,19.5,1.6,21.9,Light drizzle
2020-09-29,61,23.7,18.2,12.3,23.0,Slight rain
2020-09-30,65,21.3,15.8,29.2,29.9,Heavy rain
2020-10-01,3,22.1,14.3,0.0,17.8,Overcast
2020-10-02,55,18.4,13.1,4.3,16.9,Dense drizzle
2020-10-03,1,18.6,10.0,0.0,12.7,Mainly clear
2020-10-04,53,18.7,9.7,0.5,13.1,Moderate drizzle
2020-10-05,3,19.7,11.1,0.0,13.5,Overcast
2020-10-06,51,20.1,11.3,0.2,18.4,Light drizzle
2020-10-07,51,24.4,13.2,0.2,30.6,Light drizzle
2020-10-08,0,17.8,10.3,0.0,29.1,Clear sky
2020-10-09,3,19.5,9.2,0.0,20.7,Overcast
2020-10-10,3,23.8,13.9,0.0,25.0,Overcast
2020-10-11,51,19.3,15.1,0.6,22.0,Light drizzle
2020-10-12,61,14.8,11.4,23.7,26.7,Slight rain
2020-10-13,63,15.2,12.9,10.5,27.4,Moderate rain
2020-10-14,1,20.5,9.2,0.0,17.3,Mainly clear
2020-10-15,3,22.2,11.4,0.0,27.3,Overcast
2020-10-16,63,17.3,10.4,23.8,23.7,Moderate rain
2020-10-17,55,15.4,7.3,3.8,18.1,Dense drizzle
2020-10-18,3,17.0,7.2,0.0,24.6,Overcast
2020-10-19,3,17.9,9.2,0.0,17.3,Overcast
2020-10-20,3,21.5,13.1,0.0,11.3,Overcast
2020-10-21,51,19.9,14.2,0.3,13.3,Light drizzle
2020-10-22,3,21.0,16.5,0.0,10.5,Overcast
2020-10-23,51,20.1,16.1,0.3,14.6,Light drizzle
2020-10-24,51,21.2,10.0,0.4,21.5,Light drizzle
2020-10-25,51,10.9,7.2,1.1,18.0,Light drizzle
2020-10-26,51,16.7,10.7,1.7,21.3,Light drizzle
2020-10-27,51,15.6,12.6,0.8,14.8,Light drizzle
2020-10-28,53,16.5,11.4,2.9,13.0,Moderate drizzle
2020-10-29,63,12.6,8.6,37.6,32.4,Moderate rain
2020-10-30,63,8.4,3.2,18.6,33.3,Moderate rain
2020-10-31,3,7.2,0.1,0.0,16.5,Overcast
2020-11-01,63,13.9,4.7,7.9,30.7,Moderate rain
2020-11-02,51,6.7,3.0,0.5,42.5,Light drizzle
2020-11-03,3,12.3,4.2,0.0,27.4,Overcast
2020-11-04,2,16.7,4.1,0.0,18.9,Partly cloudy
2020-11-05,3,18.9,7.2,0.0,19.8,Overcast
2020-11-06,3,20.4,9.6,0.0,15.8,Overcast
2020-11-07,2,21.9,7.9,0.0,10.6,Partly cloudy
2020-11-08,2,21.7,7.9,0.0,11.0,Partly cloudy
2020-11-09,0,21.6,7.9,0.0,10.6,Clear sky
2020-11-10,3,21.8,11.6,0.0,14.6,Overcast
2020-11-11,63,22.0,15.5,14.6,19.7,Moderate rain
2020-11-12,61,18.5,8.6,11.0,23.8,Slight rain
2020-11-13,55,11.2,6.2,3.6,16.3,Dense drizzle
2020-11-14,3,11.4,4.3,0.0,19.0,Overcast
2020-11-15,61,17.5,2.5,6.0,47.0,Slight rain
2020-11-16,51,11.4,4.8,0.1,25.9,Light drizzle
2020-11-17,53,8.8,2.8,1.3,23.2,Moderate drizzle
2020-11-18,3,2.2,-1.5,0.0,26.3,Overcast
2020-11-19,3,7.3,-2.6,0.0,22.4,Overcast
2020-11-20,3,14.9,5.2,0.0,19.9,Overcast
2020-11-21,3,15.8,6.7,0.0,17.3,Overcast
2020-11-22,51,12.8,4.8,0.1,25.8,Light drizzle
2020-11-23,63,14.0,5.1,15.9,31.5,Moderate rain
2020-11-24,3,8.5,3.0,0.0,18.6,Overcast
2020-11-25,51,11.9,4.2,0.4,18.0,Light drizzle
2020-11-26,63,17.2,9.4,12.7,19.6,Moderate rain
2020-11-27,2,16.0,6.7,0.0,14.4,Partly cloudy
2020-11-28,3,13.1,4.7,0.0,18.3,Overcast
2020-11-29,3,11.0,2.0,0.0,12.8,Overcast
2020-11-30,65,16.6,4.7,35.8,51.9,Heavy rain
2020-12-01,53,14.8,3.4,0.9,29.6,Moderate drizzle
2020-12-02,3,7.0,1.6,0.0,31.4,Overcast
2020-12-03,51,9.9,0.6,0.1,20.0,Light drizzle
2020-12-04,53,11.5,4.5,3.9,21.1,Moderate drizzle
2020-12-05,63,7.0,3.7,22.4,34.4,Moderate rain
2020-12-06,3,4.0,0.6,0.0,31.0,Overcast
2020-12-07,3,4.3,-1.8,0.0,15.7,Overcast
2020-12-08,3,3.7,-1.3,0.0,22.6,Overcast
2020-12-09,71,4.2,-2.2,0.5,21.1,Slight snow fall
2020-12-10,2,9.4,0.2,0.0,20.1,Partly cloudy
2020-12-11,3,11.2,-0.2,0.0,13.1,Overcast
2020-12-12,51,12.7,2.5,0.8,13.0,Light drizzle
2020-12-13,51,14.8,5.8,0.1,20.6,Light drizzle
2020-12-14,53,4.6,1.9,6.7,19.9,Moderate drizzle
2020-12-15,3,3.8,-1.6,0.0,19.0,Overcast
2020-12-16,75,0.8,-4.0,12.3,33.8,Heavy snow fall
2020-12-17,75,0.6,-4.3,17.9,43.2,Heavy snow fall
2020-12-18,3,-1.7,-7.3,0.0,17.9,Overcast
2020-12-19,3,-1.6,-9.5,0.0,14.5,Overcast
2020-12-20,71,3.3,-7.3,0.8,9.4,Slight snow fall
2020-12-21,3,3.3,-0.9,0.0,12.4,Overcast
2020-12-22,3,5.7,-0.8,0.0,21.3,Overcast
2020-12-23,3,3.3,-4.4,0.0,14.8,Overcast
2020-12-24,61,14.5,3.2,4.9,45.7,Slight rain
2020-12-25,63,14.8,-0.9,35.8,57.5,Moderate rain
2020-12-26,0,-0.1,-4.9,0.0,27.1,Clear sky
2020-12-27,3,2.8,-4.6,0.0,16.9,Overcast
2020-12-28,3,9.6,-0.4,0.0,18.8,Overcast
2020-12-29,3,3.7,-2.8,0.0,27.8,Overcast
2020-12-30,3,4.0,-3.6,0.0,21.9,Overcast
2020-12-31,63,8.6,1.0,9.7,29.8,Moderate rain
2021-01-01,63,3.8,-2.4,8.1,17.1,Moderate rain
2021-01-02,61,10.1,1.5,4.1,31.2,Slight rain
2021-01-03,71,3.8,-1.0,6.5,24.5,Slight snow fall
2021-01-04,71,6.8,0.8,1.5,18.1,Slight snow fall
2021-01-05,3,5.1,1.0,0.0,12.2,Overcast
2021-01-06,3,4.9,-1.0,0.0,23.1,Overcast
2021-01-07,1,6.2,-1.6,0.0,18.0,Mainly clear
2021-01-08,3,5.4,-3.5,0.0,21.6,Overcast
2021-01-09,3,2.1,-4.0,0.0,28.8,Overcast
2021-01-10,3,5.4,-2.8,0.0,17.2,Overcast
2021-01-11,3,2.3,-4.4,0.0,10.2,Overcast
2021-01-12,2,6.0,-2.7,0.0,11.6,Partly cloudy
2021-01-13,3,6.3,-3.7,0.0,16.4,Overcast
2021-01-14,3,9.1,-0.6,0.0,10.5,Overcast
2021-01-15,61,7.9,-0.8,2.6,28.1,Slight rain
2021-01-16,63,8.3,2.0,21.8,37.6,Moderate rain
2021-01-17,3,7.6,0.1,0.0,32.0,Overcast
2021-01-18,3,6.8,0.3,0.0,23.8,Overcast
2021-01-19,3,4.9,-1.5,0.0,27.7,Overcast
2021-01-20,73,4.7,-3.4,1.0,30.5,Moderate snow fall
2021-01-21,3,5.6,-4.8,0.0,21.4,Overcast
2021-01-22,3,6.9,-0.7,0.0,27.4,Overcast
2021-01-23,3,-0.1,-4.4,0.0,35.4,Overcast
2021-01-24,3,0.3,-5.4,0.0,27.2,Overcast
2021-01-25,3,3.7,-4.7,0.0,12.5,Overcast
2021-01-26,73,1.5,-1.4,4.5,18.3,Moderate snow fall
2021-01-27,51,4.4,-2.1,0.6,23.9,Light drizzle
2021-01-28,3,0.2,-6.3,0.0,34.2,Overcast
2021-01-29,3,-3.8,-9.1,0.0,38.5,Overcast
2021-01-30,0,1.0,-8.8,0.0,21.9,Clear sky
2021-01-31,73,-2.7,-7.7,2.6,21.4,Moderate snow fall
2021-02-01,75,0.8,-4.2,38.6,45.7,Heavy snow fall
2021-02-02,73,1.5,-1.8,4.1,40.9,Moderate snow fall
2021-02-03,71,1.5,-2.0,0.1,21.0,Slight snow fall
2021-02-04,3,3.5,-3.3,0.0,19.8,Overcast
2021-02-05,73,5.1,-3.0,2.2,20.1,Moderate snow fall
